date,developerResponse,review,rating,isEdited,title,userName,platform,bank
2024-07-18 10:25:12,"{'id': 45422895, 'body': '안녕하세요 신한은행입니다. 먼저 이용에 불편을 드려 죄송합니다. 말씀해주신 내용은 특정 상품 가입 또는 서비스 이용 중 발생한 문제로 예상됩니다. 번거로우시겠지만, 진행하시던 상품 또는 서비스 정보와 자세한 내용을 고객상담센터(1544-8000) 또는 mobdev@shinhan.com 이메일로 전달주시면 신속히 확인한 후 조치하도록 하겠습니다. 다시 한번 불편 드려 죄송합니다. 신한은행 드림.', 'modified': '2024-07-22T05:58:38Z'}",가입 절차 복잡한 거 이해하지만 부가 설명이 부족함 선택적 동의 동의안하면 가입 안되는 서비스가 존재함 애초에 선택적 동의는 비동의 시 불이익이 있는 것을 고객에게 고지하고 고객의 의사에 따라 결정해야하는데 선택적 동의가 필수 동의임 필수적인 항목이면 필수로 똑바로 표기 하시길 바랍니다 마케팅 동의에 대한 사항만 앱이든 문자든 고지하는게 아니라 가입에 따른 이행기간도 고지 해주셨으면 좋겠네요,5,False,진짜 활용도 능률성 최하,yh west,App Store,신한은행
2024-03-19 08:44:15,"{'id': 42729270, 'body': '안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님이 남겨주신 리뷰 내용을 확인하였습니다. 면밀히 검토하여 서비스 이용에 불편이 없도록 조치하겠습니다. 다만 문제 현상이 재현이 되지 않아 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내 드리지 못하는 점 양해 부탁드립니다. 사용하고 계신 앱 버전이 최신버전이 아닐 경우 스토어에서 최신버전 업데이트 후 이용을 부탁드립니다. 만약 문제현상이 계속 발생하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 신한은행 드림.', 'modified': '2024-03-21T08:37:05Z'}","원래 잘되다가 업데이트 혼자 하고나서 금융인증서 접속이
안되네. 새로 인증을 몇번을 처하고 앉아있는지ㅋㅋ 내돈 내가 확인도 못하는 은행이면 쓸 이유가 없죠. 제대로좀 해주세요. 은행들 돈 많이 벌었는데 어플은 이모양입니까",5,False,시작이안돼요,ㅇhsjeㅁㅁㅇ,App Store,신한은행
2024-07-19 02:11:45,"{'id': 45422610, 'body': '안녕하세요 고객님 신한SOL뱅크 이용에 감사드립니다. 신한은행은 고객님들이 더욱 더 편리하게 이용하실 수 있도록 지속적으로 개선하고 변화하고 있으니 앞으로도 많은 격려와 이용을 부탁드립니다. 감사합니다. 신한은행 드림.', 'modified': '2024-07-22T05:47:48Z'}",약 2년 전에 안양 평촌점에서 뵈었고 제가 무척 어려운 상황에 있었는데 잘 설명해주시고 차근차근 도와주셔서.~ 잊지 못하고 있습니다.~ 고객 입장에서 일하시는 분 늘 건강하시고 행복하시길 직접 뵙지는 못하지만 멀리서나마 진심으로 빕니다.~^^,5,False,유희진 직원 분 감사드립니다~,화소미,App Store,신한은행
2024-03-25 01:16:06,"{'id': 42853395, 'body': '안녕하세요 신한은행입니다. 먼저 SOL사용에 불편을 드려 정말 죄송합니다. 고객님들께서 서비스 이용에 불편함이 없도록 서비스 수정 및 개선을 지속적으로 진행하고 있습니다. 또한 챗봇은 무료로 운영하고 있으니 이용에 참고 부탁드립니다. 서비스를 이용하시면서 불편한 점이나 개선할 점이 있으시면 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원), SOL참여마당 메뉴를 통해 개선 내용을 전달해주시면 검토하여 더욱 편리한 서비스를 제공하도록 노력하겠습니다. 앞으로도 더욱 편리하면서 안정적인 서비스 제공을 위해 최선을 다하겠습니다. 감사합니다. 신한은행 드림.', 'modified': '2024-03-27T04:10:00Z'}","메뉴얼에 없는 질문은 필요한 답을 못하네요..
상담사연결도 시간이 정해져 있고 그마저도 무료가 아닌 유료 서비스이고...
앱을 좀더 세분화 시켜서 앱으로 모든걸 해결할수 있게 해 주시던지 앱처럼 24시간 뮤료 안내 서비스를 해주시던지...
앱으로 해결이 안되어 쳇봇에 질문 하는건데 유영성 없는 쳇봇은 오히려 짜증 유발입니다..",4,False,쳇봇은 쳇봇일뿐...,휴우ㅡ,App Store,신한은행
2024-01-03 04:54:52,"{'id': 41090569, 'body': '안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님이 남겨주신 리뷰 내용을 확인하였습니다. 면밀히 검토하여 서비스 이용에 불편이 없도록 조치하겠습니다. 다만 문제 현상이 재현이 되지 않아 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내 드리지 못하는 점 양해 부탁드립니다. 사용하고 계신 앱 버전이 최신버전이 아닐 경우 스토어에서 최신버전 업데이트 후 이용을 부탁드립니다. 만약 문제현상이 계속 발생하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 신한은행 드림.', 'modified': '2024-01-05T04:30:15Z'}","신한sigh랑 휴대폰 본인인증 중에
휴대폰 선택 시에 전화번호를 입력할 수 없는 오류가 뜹니다;; 아무리 클릭해도 왼쪽 상단에
자동완성이라는 말풍선만 떠요(아이폰 자체 텍스트의) 키보드 설정으로 들어가서 자동완성 관련된 것들 전부 끈 후 해봐도 똑같네요
결국 타 은행인증서, 공용인증서도 있기에 굳이 발급필요 없음에도 신한은행 어플 가입 도중에 신한인증서까지 발급받아야돼요..
넘 귀찮네요;;;",3,False,오픈뱅킹 가입 중 본인인증 오류,팽1돌,App Store,신한은행
2024-03-11 10:33:26,"{'id': 42551030, 'body': '안녕하세요 신한은행입니다. 먼저, 신한은행을 이용해 주신 고객님께 감사의 말씀 드리며, 불편을 드려 정말 죄송합니다. 신한 슈퍼SOL은 그룹사의 핵심 서비스가 탑재된 앱으로, 기존 그룹사 앱의 모든 서비스가 탑재되어 있지는 않습니다. 서비스를 이용하시면서 불편한 점이나 개선할 점이 있으시면 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원), SOL 참여마당 메뉴를 통해 개선 내용을 전달해주시면 검토하여 더욱 편리한 서비스를 제공하도록 노력하겠습니다. 앞으로도 더욱 편리하면서 안정적인 서비스 제공을 위해 최선을 다하겠습니다. 감사합니다. 신한은행 드림.', 'modified': '2024-03-13T04:16:29Z'}","신한 Sol에 등록된 스마트이체 등의 정보가 연동되지 않는 것 같습니다
또는 어떻게 연동하면 되는지 찾을 수가 없습니다
따라서 Super Sol 을 설치 했으나 실제 사용이 거의 없는 상황입니다
개선 가능한 부분 찾아서 개선하면 좋을 것 같습니다",5,False,신한 Super Sol 에 대하여,황의중,App Store,신한은행
2024-03-25 11:22:05,"{'id': 42853412, 'body': '안녕하세요 신한은행입니다. 서비스 이용에 불편드려 죄송합니다. 고객님, 푸시알림이 늦게 수신되는 현상은 슈퍼SOL 서비스에서 현재 확인하여 조치하고 있습니다. 빠르게 조치하여 서비스 이용에 불편함이 없도록 하겠습니다. 더욱 편리하고 안정적인 서비스 제공을 위해 최선을 다하겠습니다. 감사합니다.', 'modified': '2024-03-27T04:13:37Z'}",신한쏠 너무 잘 쓰고 있습니다. 근데 최근에 입출금 알림이 실시간으로 오지 않고 시간차이가 생기네요. 7시쯤 출금된 내역이 8시 넘어서 알림이 와요. 원래는 안그랬는데.. 슈퍼쏠 다운 이후부터 이상해진 것으로 추정중.. 슈퍼쏠 지웠는데 계속 이상하게 오네요. 확인 및 개선 부탁드립니다.,4,False,입출금 알림 문제,만쥬알동,App Store,신한은행
2023-12-21 01:56:35,"{'id': 40899453, 'body': '안녕하세요. 고객님 쏠을 잘 이용해주셔서 감사합니다. 신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다. 감사합니다. 신한은행 드림.', 'modified': '2023-12-26T06:15:20Z'}","저는 이 앱 없으면 너무 불편해요 ㅠ 카드 사용내역부터 명세서, 대금 결제 등등 앱 하나로 모든 걸 해결 할 수 있어서 편리합니다. 끊김이나 렉 없구요. 각종 온라인에서 신용카드 앱카드 결제 시에도 매우 편리하답니다!",5,False,신한 신용카드 쓰시는 분들은 사용해보세요,smj4891,App Store,신한은행
2024-01-27 12:03:26,"{'id': 41614101, 'body': '안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님, 슈퍼SOL 관련하여 불편이 있으셨던 것 같습니다. 서비스 이용에 불편이 있으신 경우 ""슈퍼SOL"" 앱 리뷰 혹은 신한은행 고객상담센터(1544-8000)로 내용을 전달해주시면 최대한 빠르게 개선하여 안정적이고 편리하게 이용하실 수 있도록 최선을 다하겠습니다 다시한번 이용에 불편을 드려 죄송합니다. 감사합니다.', 'modified': '2024-01-30T00:07:41Z'}","너무 불편해여 다른 사람이 저한테 이체했다거 했는데 안오길래 뭐지했는데 1-2분 사이에 알림이 오는겁니자 출금도 마찬가지로 너무 느리게 알림어거
너무 불편해서 다시 신한쏠 설치했는데 업데이트 빨리 해주세요",5,False,입금 이체 알림내역이 너무 느립니다.. 빨리좀 업뎃해주세여,rlaendn,App Store,신한은행
2023-12-19 16:34:08,"{'id': 40813678, 'body': '안녕하세요. 고객님 쏠을 잘 이용해주셔서 감사합니다. 신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다. 감사합니다. 신한은행 드림.', 'modified': '2023-12-21T04:43:10Z'}","은행어플 중 신한은 쓰기편한편이라 너무 만족하며 쓰고 있어요
7년간 주거래은행으로 사용중인데 결제뿐아니라 서비스도 많이 좋아졌습니다
물론 어느 방면에서는 아쉬운점이 있었지만 크게 불편한 점은 없었습니다",5,False,신한은행,쿠픽,App Store,신한은행
2024-03-28 02:29:36,"{'id': 42953970, 'body': '안녕하세요 신한은행입니다. 서비스 이용에 불편드려 죄송합니다. 고객님 번거로우시겠지만 로그인 후 마이페이지 내정보 화면에서 등록된 고객님의 정보 확인을 부탁드립니다. 정보에 문제가 없을 경우 고객상담센터(1544-8000)로 문제 내용을 전달해주시면 빠르게 확인하여 조치 및 안내드리도록 하겠습니다. 감사합니다.', 'modified': '2024-04-01T05:11:28Z'}","인증방식 개똥입니다. 10번 하다가 겨우 한번 인증 성공했는데 전산자료랑 다르다고 실패 그 후.. 5번 더 했으나 신분증 인식이 안된다고 실패.. 포기하고 리뷰 남깁니다. 전산자료가 틀리면 도대체 제 신용카드랑 계좌는 어떻게 개설 되고 발급 된거며, 인식이 안되면 그냥 영상통화하고 신분증 보여주고 그냥 그렇게 해요 어플 하나 제대로 못만드는데 뭔 통합 입니까.. 신한카드 어플은 잘 사용하는데 왜 슈퍼쏠이랑 신한은행은 왜 안되는건데요.. 도대체 이해 할 수가 없네요.. 주거래 은행 바꾸는게 정답입니다 여러분.",5,False,비대면 인증방식,아니이게뭐야허허,App Store,신한은행
2024-05-29 16:46:48,"{'id': 44687562, 'body': '안녕하세요 신한은행입니다. \n먼저 서비스 이용에 불편 드려 죄송합니다. \n일부 환경에서 앱 접속에 실패하는 현상 관련하여 현재 개발팀에서 면밀히 검토하고 있습니다. \n일부 와이파이 환경에서 해당 현상이 발생할 수 있으니, 통신사 네트워크로 전환하여 사용해보시기를 부탁드립니다. \n지속적으로 문제 발생시 mobdev@shinhan.com 으로 연락처 및 화면 캡처를 보내주시면 신속히 지원해드릴 수 있도록 하겠습니다. \n빠른 시일 내에 조치하여 서비스 이용에 불편이 없도록 노력하겠습니다. 감사합니다.', 'modified': '2024-06-19T01:57:15Z'}",주 거래 은행인데 업데이트 후 아예 접속이 불가해요??!!??? 이게 말입니까ㅜㅜ 어떤 업무도 못해요ㅠ 젭알 빨리 개선 좀 부탁드립니다,5,False,젭알 도와주세요,호ㅗㄹㅎㄹㅇㅍㄹ,App Store,신한은행
2024-07-12 03:05:32,"{'id': 45264123, 'body': '안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님이 남겨주신 리뷰 내용을 확인하였고, 면밀히 검토하여 서비스 이용에 불편이 없도록 조치하겠습니다. 다만 문제 현상이 재현이 되지 않아 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내 드리지 못하는 점 양해 부탁드립니다. 앱 버전은\xa0 최신버전을 유지 부탁드립니다. 또한 이용중인 카드 관련해서는 지속적으로 개선하고 변화하여 더 좋은 혜택과 서비스를 제공하기 위해 노력하겠습니다. 추가 문의사항은 신한은행 고객상담센터(1544-8000), 신한카드 고객센터(1544-7000)로 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 감사합니다.', 'modified': '2024-07-15T04:27:44Z'}","누르면 계좌전체가 나오면서 바로 하얀 화면으로 넘어가고 동작이 아무것도 되지 않습니다. 
신용카드 신한카드 사용중인데 사실 여행목적으로 PP카드 줄때 월회비 10만원 주고 만든거 계속 사용중인데 (물론 다른회사로 대체되고 10만원 회비 만큼 다른 상품을 선택해서 받을 수 있기에 회비 부담은 없습니다) 
하지만 이젠 바꿔야 할까봐요.. 무이자 할부도 6개월에서 3개월로 적어지고 삼성, 롯데, 우리는 적어졌다가 길어졌는데.. 해외결제건도 무이자 할부 가능해졌었는데 없어지고 사용이유가 없어졌네요.",5,False,내계좌 전체보기,ㅛ셔,App Store,신한은행
2024-03-20 05:17:13,"{'id': 42753142, 'body': '안녕하세요. 신한은행입니다. 먼저 SOL사용에 불편을 드려 정말 죄송합니다. 신분증 인식의 경우 주변환경의 영향을 많이 받습니다. 검은 바탕의 배경에서 빛 반사 없이 촬영해주시고, 신분증 내용 인식이 잘못된 경우에는 주민등록번호를 제외한 영역을 수정 후 진행하시면 업무 가능하십니다. 그럼에도 문제 현상이 계속되시는 경우 고객님의 정확한 현상 확인을 위하여 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 다시 한번 불편 드려 죄송합니다. 신한은행 드림.', 'modified': '2024-03-22T07:46:03Z'}","직원들 급여통장 만드는데 안드로이드는 물론이지만 아이폰이 심한듯하네요.
앱설치하고 신분증 10번도 더 찍어도 인증안되고 결국 영상통화 인증했는데, 새로운것 추가할때마다 신분증 사진인증 잘안되서 오늘 7번 영상통화인증했어요. 회사거래처만 아니에도 짜증나서 타은행으로 바꿨을거에요. 전 직원들이 거의 사진인증 잘안되서 애먹었다네요. 신분증 인증이 이렇게 어려워서 어디 신한은행 앱으로 통장 만들겠어요? 개발자 위주로 만들지 말고, 남녀노소가 편하게 쓸 수 있게 고객입장에서 잘만들었으면 좋겠네요.",5,False,아이폰 신분증 사진 인증 안돼요,트보르바,App Store,신한은행
