reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,platform,bank,date,developerResponse,review,rating,isEdited,title
1869ff18-0443-4eb1-89b6-09ebceb96fd5,Hyun-tae Kim,https://play-lh.googleusercontent.com/a/ACg8ocJqTIXHbVEDUMjE3TQ9vr2auFPy14K6I9_oK-D6L2h0-wx8bg=mo,Have to login at least thrice when using fingerprint,1.0,0.0,,2024-01-12 02:37:28,안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님이 남겨주신 리뷰 내용을 확인하였습니다. 면밀히 검토하여 서비스 이용에 불편이 없도록 조치하겠습니다. 다만 문제 현상이 재현이 되지 않아 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내 드리지 못하는 점 양해 부탁드립니다. 사용하고 계신 앱 버전이 최신버전이 아닐 경우 스토어에서 최신버전 업데이트 후 이용을 부탁드립니다. 만약 문제현상이 계속 발생하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 신한은행 드림.,2024-01-12 13:08:41,,Google Play,신한은행,,,,,,
eb322c4f-daef-48a7-9b52-84c8186596be,Klikbayt,https://play-lh.googleusercontent.com/a-/ALV-UjVHWeTSZklgw9Cdy9LLvIIs2la3yx70K7Aul9kzHb16Uc_VpC1q,앱 키자마자 원격프로그램 탐지되었다면서 강제종료 되네요…무슨 앱인지 짐작이라도 가야 끌텐데 설치된 앱 중에 수상하거나 줙같은 앱이라곤 엠백신이랑 V3밖에 없고,1.0,0.0,11.6.0,2024-01-01 23:43:54,"안녕하세요, 신한은행입니다.
고객님, 서비스 이용에 불편 드려 죄송합니다.
앱 자체에서 구동되는 V3에서 원격제어 프로그램이 탐지되어 서비스 이용이 불가하신 것 같습니다.
휴대폰 설정 앱에서 설치 프로그램 목록 중 원격제어 프로그램을 삭제하신 후 이용을 부탁 드립니다.
원격제어 프로그램 관련 문의가 있으신 경우 고객상담센터(1544-8000)로 연락주시면 자세한 안내 도와드리겠습니다. 감사합니다.",2024-01-02 13:30:57,11.6.0,Google Play,신한은행,,,,,,
cd685d64-9888-47cd-83b3-18fe7dcf6b4b,J “La Capitana” H,https://play-lh.googleusercontent.com/a/ACg8ocJ2-QgVXaX7m-4u9IxyOxxQSh2wz7jXeGOtynIm9YccZQX08Q=mo,무슨 일이 있었던 거죠? 몇 달만에 사용해보니 정말 쓸 게 못되는 앱이 됐네요. 기본 페이지 로딩하는 데만도 10분씩 걸려요. 어플 삭제하고 다시 설치 후에도 전혀 나아지지 않습니다. 어플 관리 업체가 바꼈나요? 원상복구하시는 게 좋지 않을까 싶네요. 해외에 있어서 모바일로 밖에 은행 업무를 볼 수 없는데 이렇게 되니 정말 난감하고 스트레스 받네요. 교체가 시급합니다.,1.0,0.0,,2023-12-28 05:21:44,안녕하세요 신한은행입니다. 먼저 앱 이용 시 속도로 인해 불편을 드려서 죄송합니다. 더욱 빠르고 편리하게 서비스를 이용하실 수 있도록 지속적으로 개선하고 있습니다. 고객님이 만족할 만한 속도를 내기 위해 계속 노력하겠습니다. 관심가지고 지켜봐주시기 바랍니다. 감사합니다. 신한은행 드림.,2023-12-28 11:28:22,,Google Play,신한은행,,,,,,
7d24940d-0588-4894-a69e-d3a2fab1a6ff,Sarita Rohilla,https://play-lh.googleusercontent.com/a/ACg8ocLHm9dILKgOfhZxJj4Y5CdvHMmy7qi9CAvhSKi1igl2LNUUkg=mo,Good,5.0,0.0,,2023-09-29 17:16:07,"안녕하세요. 고객님
쏠을 잘 이용해주셔서 감사합니다.
신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다.
감사합니다. 신한은행 드림.",2023-10-04 13:18:39,,Google Play,신한은행,,,,,,
14730403-8912-419f-8cfa-9d3f96181499,jessica ha,https://play-lh.googleusercontent.com/a/ACg8ocK44ShspUI9oF484oVKCEaqyXoJTl7RubUVv4HzD68xDXlcWw=mo,아무리검사해도 원격탐지앱 없는데 게속 앱종료시킴 개발을 발로 한듯,1.0,1.0,11.4.5,2023-07-26 12:10:09,"안녕하세요 신한은행입니다.
우선 서비스 이용에 불편 드려 죄송합니다.
고객님 기기에 설치된 앱 및 기타 정보 확인이 필요할 것 같습니다. 고객상담센터(1544-8000)로 연락 주셔서 문제내용을 전달해 주시면 빠르게 확인하여 안내 드리겠습니다. 감사합니다.",2023-07-27 13:34:02,11.4.5,Google Play,신한은행,,,,,,
b1c720c2-010f-4936-ae6a-381d4a55aa31,Krishna Adhikari,https://play-lh.googleusercontent.com/a-/ALV-UjWychpwUAU2Cq1CsU7Rzco3iHm6ccuRqvpLFNYjMYRZKEIzhFa6LQ,외국인 경우 본인 인증 이름 길어서 안됩니다 과거에 되는데 최근 언제 부터 안되는것 같아요 이름 길이 조금 길게 들어갈수 있게 부탁드립니다 외국인 이름 보통 길어서,2.0,1.0,11.4.2,2023-07-10 07:54:49,안녕하세요 신한은행입니다. 먼저 SOL 사용에 불편을 드려 죄송합니다. 고객님이 남겨주신 리뷰 내용을 확인하였습니다. 면밀히 검토하여 서비스 이용에 불편이 없도록 조치하겠습니다. 다만 문제 현상이 재현이 되지 않아 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내 드리지 못하는 점 양해 부탁드립니다. 사용하고 계신 앱 버전이 최신버전이 아닐 경우 스토어에서 최신버전 업데이트 후 이용을 부탁드립니다. 만약 문제현상이 계속 발생하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다. 신한은행 드림.,2023-07-10 15:15:12,11.4.2,Google Play,신한은행,,,,,,
c7e22c77-7c9e-48bd-a931-00a7e643bfdb,Besher Besherseidhassen,https://play-lh.googleusercontent.com/a-/ALV-UjVZylgfoE-cylFXR8nF4iDcxSUqOWxU_U80XQ5X5-HfN041Xak,Besherseidhassen Besher,4.0,1.0,,2023-07-09 21:55:28,,,,Google Play,신한은행,,,,,,
f654cca7-eab0-434a-9d37-aabab5827fdb,DongHo LEE,https://play-lh.googleusercontent.com/a/ACg8ocL0IKm9OaPUXODmp1Y9IB9DCvqICFbFC41sZEbnY_XDKofsaA=mo,페이지 하나 넘어가는데 한 세월 걸림 넘어 가지지도 않음,1.0,1.0,,2023-06-16 00:09:47,"안녕하세요 신한은행입니다.
먼저 앱 이용 시 속도로 인해 불편을 드려서 죄송합니다.
더욱 빠르고 편리하게 서비스를 이용하실 수 있도록 지속적으로 개선하고 있습니다.
고객님이 만족할 만한 속도를 내기 위해 계속 노력하겠습니다.
관심가지고 지켜봐주시기 바랍니다.
감사합니다. 신한은행 드림.",2023-06-16 13:12:03,,Google Play,신한은행,,,,,,
2c1e1fb5-6548-4326-bfbb-51c319abb317,Md Masud Parbez,https://play-lh.googleusercontent.com/a/ACg8ocKdBYt4tbrFId-4JZ5t86qsJ642OsYHUYpyKbR7lGNASFs9iQ=mo,O 0,2.0,6.0,11.3.6,2023-06-06 15:48:08,,,11.3.6,Google Play,신한은행,,,,,,
dc8a6b58-149e-4eab-9686-53c2f7ee44ad,Waseem Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocIDEpb-GqbwVwIzwWhRGSPZOsm82Q8hm8t7ab5P4qFY-AGjfA=mo,¶™™<™℅™}×× ^,3.0,8.0,11.3.6,2023-05-28 00:35:28,,,11.3.6,Google Play,신한은행,,,,,,
ae0d9e3a-4447-4b79-bc51-1973a16cc2d2,ISRAR KHAN,https://play-lh.googleusercontent.com/a/ACg8ocKD_CY4ztqTj6ysix_l3IAx0Dhfr5zFr2QkObJP8RyNTRaVrQ=mo,Eye,5.0,0.0,,2023-05-18 02:23:39,"안녕하세요. 고객님
쏠을 잘 이용해주셔서 감사합니다.
신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다.
감사합니다. 신한은행 드림.",2023-05-18 13:13:13,,Google Play,신한은행,,,,,,
a66e6ba1-abe1-4fc7-b9dd-299990161898,Giseok Kim,https://play-lh.googleusercontent.com/a-/ALV-UjVGWWRKayE4D5-hFYs37qzQSvtVYLVWAtdJhQgDbPWpSDS-62nX,쏠은 그래도 잘 만든 축에 속함. 카카오나 다른거랑 비교해도 안 밀림. 개그지같은 신한플레이가 문제지...,5.0,3.0,11.3.6,2023-05-12 15:46:40,"안녕하세요 고객님
먼저 신한은행 SOL을 이용해주셔서 감사드립니다.
신한플레이 역시 앞으로도 편의성을 높이고 새로운 모습을 보여드리기 위해 지속적으로 개선을 진행하겠습니다.
앱 이용 중 추가 개선이 필요하거나, 제안하실 사항이 있으시다면 신한플레이 고객상담센터로 편하게 말씀 부탁드립니다.
항상 SOL을 이용해주셔서 다시 한번 감사합니다.
신한은행 드림.",2023-05-15 13:33:21,11.3.6,Google Play,신한은행,,,,,,
58f81216-0e2b-4e76-b2ec-a165bce9467b,Lê Thanh Tùng (Tùng Lung Tung),https://play-lh.googleusercontent.com/a-/ALV-UjU6fMkRnrhEqkdX6foDZLVghi_RP3W9vF8erlMfwpWxIKeHmUnT,"Nice design, smoothly performance",5.0,291.0,11.3.5,2023-04-27 17:07:58,,,11.3.5,Google Play,신한은행,,,,,,
d7378fac-4f2d-4c9c-9275-1b840661000f,Ngan Ho,https://play-lh.googleusercontent.com/a/ACg8ocKh1FioP6LsQEm7bEgJ0KBKvvhQ9pkLDPCAgeZPOMxXWk6-mg=mo,Easy to use!,5.0,9.0,,2023-04-27 17:07:22,,,,Google Play,신한은행,,,,,,
28c2080b-a885-440e-85c0-60282e036459,Sandy Tran,https://play-lh.googleusercontent.com/a-/ALV-UjXoTcEgtlhwbRPh8oISxwZs19cUpQTWUBt_QotX_jl1diUf9w6YZg,사용하기 편합니다. 최고 App,5.0,11.0,11.3.5,2023-04-26 14:56:18,"안녕하세요. 고객님
쏠을 잘 이용해주셔서 감사합니다.
신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다.
감사합니다. 신한은행 드림.",2023-04-27 10:45:35,11.3.5,Google Play,신한은행,,,,,,
6b3018ab-59ff-4ad4-b39f-dab8080ecd09,Sohag Sohag,https://play-lh.googleusercontent.com/a/ACg8ocIW9k7L6mpulbVkVNw3b50VFc6SEqH5Ss4so_k0Ar9Lrl4meg=mo,Pro sex,5.0,4.0,11.3.4,2023-04-08 13:08:35,,,11.3.4,Google Play,신한은행,,,,,,
c59518b4-64ec-4c45-bf89-b00bc3d9d7c3,Bu Young Kim,https://play-lh.googleusercontent.com/a/ACg8ocJUv49sAIF-5UUoNHdS6I4EgxoGwBaUOzmiPl1JCl2xz0xlxw=mo,타은행으로 갈아탑니당..! 신한은행 바이!,1.0,5.0,11.2.0,2023-02-27 10:30:51,"안녕하세요. 신한은행입니다.
먼저 SOL 사용에 불편을 드려 정말 죄송합니다.
고객님들께서 서비스 이용에 불편함이 없도록 서비스 수정 및 개선을 지속적으로 진행하고 있습니다.
더욱 편리하고 안정적으로 서비스를 이용하실 수 있도록 최선을 다하겠습니다.
서비스를 이용하시면서 불편한 점이나 개선할 점이 있으시면 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 내용을 전달해주시면 검토하여 더욱 편리한 서비스 제공을 할 수 있도록 노력하겠습니다. 감사합니다. 신한은행 드림.",2023-03-02 14:34:24,11.2.0,Google Play,신한은행,,,,,,
2c3ab30d-2592-4398-895b-1d4af2cf8a7a,H G,https://play-lh.googleusercontent.com/a/ACg8ocLFtAHoRCoa-S44ff6rbDasOCm1xoOUYYc_G_XU4VVjDxLL7w=mo,어플 오탈자 있음(대출 연기신청->제출서류 사진 촬영->업로드 시 팝업에 '- 서류가 선명하고 꺠끗한 경우 보다 빠르게 진행이 가능합니다.' ) 꺠끗한 => 깨끗한,3.0,1.0,,2023-02-23 11:18:12,"안녕하세요 신한은행입니다.
먼저 SOL사용에 불편을 드려 정말 죄송합니다.
고객님의 리뷰를 통해 오탈자를 확인하였고, 즉시 수정하도록 하겠습니다.
리뷰에 감사드리며, 고객님께서 더욱 편리하고 안정적으로 서비스를 이용하실 수 있도록 최선을 다하겠습니다.
감사합니다. 신한은행 드림.",2023-02-24 13:08:25,,Google Play,신한은행,,,,,,
e5da477a-f3fd-4cd1-8267-e75098e37e7e,Dylin Prestly,https://play-lh.googleusercontent.com/a-/ALV-UjW7hAzhA81rvSk26uTUH8xedNvA3lDfAM3k8vFjW3nvoHCpLmW_,"No English Version. If your going to list your app on Google play store which is a U.S. based company, then you should learn English and make apps English. Otherwise go to your Korean Naver/Samsung app store! Learn English or get out!!",1.0,6.0,11.2.0,2023-02-18 15:21:24,Hello. The English version is availabale by downloading the SOL Global application. Thank you.,2023-02-20 13:09:38,11.2.0,Google Play,신한은행,,,,,,
be7dbe52-44c5-4a5e-a2d3-1c3a50321e2a,Aimable Diallo,https://play-lh.googleusercontent.com/a-/ALV-UjW7_fvWxoJoUspBEk3VSqyVMhUGAeX8YzScF-goGPWeCwVoo7KTdw,Nice,5.0,5.0,11.1.2,2023-02-01 13:16:00,"안녕하세요. 고객님
쏠을 잘 이용해주셔서 감사합니다.
신한은행 쏠은 고객님들이 더욱 더 편하게 사용할 수 있도록 지속적으로 변화하고 있으니 앞으로도 많은 격려 부탁드립니다.
감사합니다. 신한은행 드림.",2023-02-02 13:02:12,11.1.2,Google Play,신한은행,,,,,,
8ed789b5-74ed-4a74-bad9-aeff7c1c4cc1,Alex Kim,https://play-lh.googleusercontent.com/a/ACg8ocLICfBHLrdcx0iiUibHFStMYPw-l0efm7tgvs-YmXwQA6nD1g=mo,"골탕먹이는 최악의 앱!!! 이체관리설정 또는 챗봇에서는 예전 OPT를 사용 할 수 있는 것처럼 해 놓고,실제 이체 시에는 모바일OPT만 사용 할 수 있음.",1.0,7.0,11.1.2,2023-01-30 23:29:55,"안녕하세요 신한은행입니다.
먼저 SOL사용에 불편을 드려 정말 죄송합니다.
기존에 사용하시던 OTP가 있으신 경우, OTP 이용등록을 통하여 등록하신 후 이용 부탁드립니다. (전체메뉴→설정/인증→이용 중인 보안매체→OTP 이용등록)
만약 문제 현상이 계속 발생 하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다.
다시 한번 불편드려서 죄송합니다.
신한은행 드림.",2023-01-31 16:55:21,11.1.2,Google Play,신한은행,,,,,,
7b847b2b-a1fe-407a-92fb-46d7a532c7d6,Esther Lee,https://play-lh.googleusercontent.com/a-/ALV-UjUrF0G1_HqKKAE5SO5aR_LICiu1xWxGSl-QEXV4c4O-rrYcFsyi,신한은행 어플들 어제오늘 인증하는 단계에서 오류가 계속 나네요,1.0,4.0,11.1.2,2023-01-19 14:45:38,"안녕하세요. 신한은행입니다.
먼저 SOL 사용에 불편을 드려 죄송합니다.
고객님이 남겨주신 리뷰 내용을 확인하였습니다.
면밀히 검토하여 이용에 불편이 없도록 조치하겠습니다.
다만 리뷰 내용만으로는 정확한 원인 파악이 어려워 해결 방법 등 안내를 드리지 못하는 점 양해 부탁드립니다.
사용하고 계신 앱 버전이 최신버전이 아닐 경우 스토어에서 최신버전 업데이트 후 이용 부탁드립니다.
만약 문제 현상이 계속 발생하시는 경우 고객상담센터(1544-8000)나 쏠 내 고객의견 및 민원접수(전체메뉴→고객센터→고객지원)를 통해 자세한 내용을 전달해주시면 안내 도와드리도록 하겠습니다.
다시 한번 불편드려서 죄송합니다. 신한은행 드림.",2023-01-25 09:37:21,11.1.2,Google Play,신한은행,,,,,,
2da589a9-807c-4aa6-a039-ac53aad204f9,Chloé YJ,https://play-lh.googleusercontent.com/a-/ALV-UjUnXvfBtloSuWRGn8iyfr81lY6SiCL21m3RyE-LQLEI0WuGm6zE,"공동인증서를 휴대폰으로 옮기려면 로그인이 필요한데, 아이디로 로그인하면 이용할 수 없다 그러고 어쩌라는거죠? 너무 안좋아요.",1.0,3.0,11.1.1,2023-01-12 03:27:40,"안녕하세요 신한은행입니다.
고객님의 소중한 자산 및 정보보호를 위해 아이디/패스워드 로그인으로는 인증서복사(이동) 진행이 불가합니다.
다른 로그인수단을 등록하신 후 인증서복사 진행을 부탁드립니다.
로그인 수단 등록 진행 중 어려움이나 불편함이 있으실 경우 고객상담센터(1544-8000)로 연락주시면 안내 도움 드리겠습니다. 감사합니다.",2023-01-12 14:01:29,11.1.1,Google Play,신한은행,,,,,,
